cell_id,record_origin,curve_id,family,turns,span_rad,parity_class,theta0,scale,k,growth_parameter,log_multiplier,r_outer,r_inner,p_outer,p_inner,tau_outer,tau_inner,transport_axis,transport_angle_rad,transported_tau_outer,dot_d,cross_norm_c,delta_s1_rad,delta_s1_deg,residual_r_s1,absolute_s1_state,image_pixel_data_used,technical_error
LOG-M050-T1-G30,new_execution,LOG-M050,Logarithmic,1.0,6.283185307179586,INTEGER_TURN,1.0,G30,0.5773502691896257,0.1243629016242374,0.5,1.0,0.4577669092237294,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[0.13805721456520403, 0.21501137240818793, 0.966804176264069]","[0.886738081867128, -0.4591611117130602, -0.05354108382385631]","[0.8978112486282178, -0.4393228440897156, -0.030502467073401124]","[0.8414709848078966, -0.5403023058681395, -7.941763722607838e-17]",0.2652148459677439,"[0.8925688133153763, -0.45008028551517, -0.027361470855272182]",0.9999234642343631,0.01237197128796735,0.012372286930395533,0.7088798240365326,0.01237220801933551,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M050-T1-GHALF,new_execution,LOG-M050,Logarithmic,1.0,6.283185307179586,INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.1243629016242374,0.5,1.0,0.4577669092237294,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[0.13108162975891355, 0.20414754274688576, 0.9701244183764037]","[0.887947552318248, -0.4569940720321149, -0.05201502147974653]","[0.8981962538552423, -0.4386331564890574, -0.02905931156884526]","[0.8414709848078965, -0.5403023058681397, -8.254236028611504e-17]",0.2549467949428766,"[0.8933723387607513, -0.4485454677219569, -0.026321620832240333]",0.9999354904893069,0.011358470843782083,0.011358715093216778,0.6508064355328689,0.011358654030562633,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M050-T2-G30,new_execution,LOG-M050,Logarithmic,2.0,12.566370614359172,INTEGER_TURN,1.0,G30,0.5773502691896257,0.1243629016242374,0.5,1.0,0.20955054318024613,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[0.06489475634884646, 0.10106759482729116, 0.992760802950162]","[0.886738081867128, -0.4591611117130602, -0.05354108382385631]","[0.9008553040318116, -0.4338699426798808, -0.014717134120104515]","[0.8414709848078966, -0.5403023058681397, -4.4212138771360694e-17]",0.40319986962844606,"[0.8940705791712725, -0.44774142377057424, -0.012861450161015236]",0.9998790529789805,0.0155524729177327,0.015553099956491156,0.8911269858520475,0.015552943195379546,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M050-T2-GHALF,new_execution,LOG-M050,Logarithmic,2.0,12.566370614359172,INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.1243629016242374,0.5,1.0,0.20955054318024613,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[0.06145136266561787, 0.09570482690600304, 0.9935111051887798]","[0.887947552318248, -0.4569940720321149, -0.05201502147974653]","[0.90094446119844, -0.433710237594943, -0.013946599628261547]","[0.8414709848078964, -0.5403023058681397, -5.5289607359800057e-17]",0.3860182066671393,"[0.8947432619988648, -0.4464103812810103, -0.012339635009755354]",0.9998988345717778,0.014223945373940021,0.014224425050525673,0.8149995213952839,0.014224305130469397,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M050-T2.5-G30,new_execution,LOG-M050,Logarithmic,2.5,15.707963267948966,ODD_HALF_INTEGER_TURN,1.0,G30,0.5773502691896257,0.1243629016242374,0.5,1.0,0.14177869959217507,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[-0.04407954081307314, -0.06864981736152105, 0.9966665423590472]","[0.886738081867128, -0.4591611117130602, -0.05354108382385631]","[-0.9013201328886986, 0.4330373088434426, -0.010035297660149442]","[0.8414709848078964, -0.5403023058681398, 3.658555783754155e-17]",0.6052726548862025,"[0.8942965525289521, -0.4473894911177577, 0.00873609593724671]",-0.9998714981288891,0.016030821235697688,3.1255611456552903,179.0814622561225,1.9999357480323658,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M050-T2.5-GHALF,new_execution,LOG-M050,Logarithmic,2.5,15.707963267948966,ODD_HALF_INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.1243629016242374,0.5,1.0,0.14177869959217507,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[-0.04172363972983241, -0.06498071881595908, 0.9970138635294176]","[0.887947552318248, -0.4569940720321149, -0.05201502147974653]","[-0.9013615540379551, 0.4329631127427821, -0.009502205342103408]","[0.8414709848078964, -0.5403023058681399, 3.178527381171649e-17]",0.5772997260494936,"[0.8949485930423425, -0.44609059712778637, 0.0083782435931682]",-0.9998926398974886,0.01465294096184236,3.126939188225016,179.16041827935715,1.999946319228338,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M075-T1-G30,new_execution,LOG-M075,Logarithmic,1.0,6.283185307179586,INTEGER_TURN,1.0,G30,0.5773502691896257,0.1865443524363561,0.75,1.0,0.30971810485952367,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[0.09510605713009497, 0.1481189080358803, 0.9843859136433362]","[0.9053257450914555, -0.4171648120998545, -0.07974217717302555]","[0.9236937804541419, -0.3818102557262096, -0.031791957672057565]","[0.8414709848078966, -0.5403023058681397, -4.0846830697426125e-17]",0.34665307952327745,"[0.9155248423406231, -0.40128065925949435, -0.028073039761362013]",0.9997701707429612,0.0214384162799062,0.021440058822670843,1.228424883051264,0.02143964817990116,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M075-T1-GHALF,new_execution,LOG-M075,Logarithmic,1.0,6.283185307179586,INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.1865443524363561,0.75,1.0,0.30971810485952367,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[0.09013787269736656, 0.14038141922283884, 0.985985913206966]","[0.9070209143246251, -0.4139007335074666, -0.07745478538929888]","[0.9239572784421176, -0.3813032932646281, -0.030178571195209475]","[0.8414709848078965, -0.5403023058681398, -2.1265318383787888e-17]",0.3323876966987546,"[0.9164834301720671, -0.39916373823199097, -0.026952408068751668]",0.9998073689845428,0.01962714763296839,0.01962840799587594,1.12462493672453,0.019628092900596607,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M075-T2-G30,new_execution,LOG-M075,Logarithmic,2.0,12.566370614359172,INTEGER_TURN,1.0,G30,0.5773502691896257,0.1865443524363561,0.75,1.0,0.0959253044777749,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[0.02987750726807622, 0.046531460612734846, 0.9984699082760038]","[0.9053257450914555, -0.4171648120998545, -0.07974217717302555]","[0.9260270347231292, -0.3773213537837982, -0.010125558782134142]","[0.8414709848078965, -0.5403023058681397, -2.3060685204096262e-17]",0.4682727947201444,"[0.916738456839974, -0.39939056666345196, -0.00881912755945464]",0.9997124827006209,0.02397815532022978,0.023980453629373996,1.3739787837723072,0.023979879039697137,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M075-T2-GHALF,new_execution,LOG-M075,Logarithmic,2.0,12.566370614359172,INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.1865443524363561,0.75,1.0,0.0959253044777749,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[0.028275329464599135, 0.04403621652532901, 0.9986297198550635]","[0.9070209143246251, -0.4139007335074666, -0.07745478538929888]","[0.9260536889395048, -0.3772700770147734, -0.009584059202755223]","[0.8414709848078965, -0.5403023058681397, -2.003873466443854e-17]",0.44764365933429046,"[0.9175871065743787, -0.3974448640775116, -0.008454694960096815]",0.9997600097432177,0.021907143087165386,0.021908895755714173,1.2552872605945045,0.021908457580689916,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M075-T2.5-G30,new_execution,LOG-M075,Logarithmic,2.5,15.707963267948966,ODD_HALF_INTEGER_TURN,1.0,G30,0.5773502691896257,0.1865443524363561,0.75,1.0,0.053384660228952954,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[-0.016645103129411132, -0.025923212191422348, 0.9995253511599841]","[0.9053257450914555, -0.4171648120998545, -0.07974217717302555]","[-0.9262031411819597, 0.37698256537653996, -0.00564682802940939]","[0.8414709848078965, -0.5403023058681399, 1.9771093888030847e-17]",0.5544106691900934,"[0.9168294041046277, -0.3992489246909444, 0.004913237453895799]",-0.9997079020704774,0.02416837888326744,3.1174219212537375,178.61511904940363,1.9998539457022746,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M075-T2.5-GHALF,new_execution,LOG-M075,Logarithmic,2.5,15.707963267948966,ODD_HALF_INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.1865443524363561,0.75,1.0,0.053384660228952954,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[-0.015750772835827015, -0.024530375283801566, 0.9995749966078133]","[0.9070209143246251, -0.4139007335074666, -0.07745478538929888]","[-0.9262114291010158, 0.3769666213893787, -0.005343684209484406]","[0.8414709848078964, -0.5403023058681398, 1.2027483270576835e-17]",0.529155908500551,"[0.9176696196714783, -0.3973163575427034, 0.004709687994243402]",-0.9997562618894793,0.022077518265758145,3.1195133414382763,178.73494859916616,1.9998781272314967,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M100-T1-G30,new_execution,LOG-M100,Logarithmic,1.0,6.283185307179586,INTEGER_TURN,1.0,G30,0.5773502691896257,0.2487258032484748,1.0,1.0,0.20955054318024613,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[0.06489475634884644, 0.10106759482729118, 0.992760802950162]","[0.9211340477638811, -0.3747356479497953, -0.10528656232290506]","[0.9455207423785201, -0.32428612572894083, -0.02879295732789409]","[0.8414709848078966, -0.5403023058681398, -8.842427754272138e-18]",0.40319986962844606,"[0.9355531326844475, -0.35227925371205016, -0.025291566349228328]",0.9995523859019613,0.029917015855476434,0.02992148041420248,1.7143745445171565,0.029920364237047494,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M100-T1-GHALF,new_execution,LOG-M100,Logarithmic,1.0,6.283185307179586,INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.2487258032484748,1.0,1.0,0.20955054318024613,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[0.06145136266561784, 0.09570482690600304, 0.9935111051887798]","[0.9232315947468461, -0.37039209649824517, -0.10224048763982921]","[0.9456740921730855, -0.32396923091758945, -0.027284589263466347]","[0.8414709848078964, -0.5403023058681397, -1.8429869119933354e-17]",0.3860182066671393,"[0.9365892105247325, -0.3495888425027926, -0.024254729976150066]",0.9996259601901789,0.02734848650040551,0.02735189681821198,1.5671482493608515,0.0273510442148411,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M100-T2-G30,new_execution,LOG-M100,Logarithmic,2.0,12.566370614359172,INTEGER_TURN,1.0,G30,0.5773502691896257,0.2487258032484748,1.0,1.0,0.04391143014713619,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[0.013693493233777951, 0.021326352139795397, 0.999678785884479]","[0.9211340477638811, -0.3747356479497953, -0.10528656232290506]","[0.9469386180743119, -0.321356273004377, -0.006115504905479243]","[0.8414709848078965, -0.5403023058681398, -1.0889875231671625e-17]",0.49825192911151894,"[0.9363402133585573, -0.35105344819026474, -0.005336793173443531]",0.9995025726057489,0.03153739612728502,0.03154262635622249,1.8072593649696633,0.03154131875020199,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M100-T2-GHALF,new_execution,LOG-M100,Logarithmic,2.0,12.566370614359172,INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.2487258032484748,1.0,1.0,0.04391143014713619,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[0.012957542955858582, 0.02018017749200185, 0.9997123898986839]","[0.9232315947468461, -0.37039209649824517, -0.10224048763982921]","[0.9469455270020442, -0.32134199751827297, -0.005787013200886989]","[0.8414709848078965, -0.5403023058681398, -9.464025437761387e-18]",0.47601567641276765,"[0.9373037401489941, -0.3484760285464731, -0.005114316296920039]",0.9995851638926585,0.02880104382982723,0.028805027061760344,1.65040647939899,0.0288040312227921,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M100-T2.5-G30,new_execution,LOG-M100,Logarithmic,2.5,15.707963267948966,ODD_HALF_INTEGER_TURN,1.0,G30,0.5773502691896257,0.2487258032484748,1.0,1.0,0.020101199658048224,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[-0.00627002000067872, -0.009764977582797763, 0.9999326637639149]","[0.9211340477638811, -0.3747356479497953, -0.10528656232290506]","[-0.946990820101822, 0.3212484114296134, -0.0028008564455088572]","[0.8414709848078966, -0.5403023058681398, 5.9522928015463066e-18]",0.5352036876439304,"[0.936369097843296, -0.35100846327061025, 0.0024436277409796018]",-0.9995006953591682,0.03159683491331163,3.1099905588105203,178.18933334537525,1.9997503320960688,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M100-T2.5-GHALF,new_execution,LOG-M100,Logarithmic,2.5,15.707963267948966,ODD_HALF_INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.2487258032484748,1.0,1.0,0.020101199658048224,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[-0.005932883138441937, -0.009239918029284281, 0.9999397105888324]","[0.9232315947468461, -0.37039209649824517, -0.10224048763982921]","[-0.9469922692304674, 0.3212454171986574, -0.0026502729275477174]","[0.8414709848078965, -0.5403023058681399, 4.4340647407054305e-18]",0.5109808940418914,"[0.9373299326840762, -0.3484352360900079, 0.0023416971123323836]",-0.9995836288910431,0.028854269233746534,3.112734378994259,178.3465426616463,1.9997918036090876,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M125-T1-G30,new_execution,LOG-M125,Logarithmic,1.0,6.283185307179586,INTEGER_TURN,1.0,G30,0.5773502691896257,0.3109072540605935,1.25,1.0,0.14177869959217507,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[0.04407954081307311, 0.06864981736152106, 0.9966665423590472]","[0.9341882238805082, -0.3322546326130306, -0.12999700561998315]","[0.9631554756609203, -0.2678589724086552, -0.02414747615312385]","[0.8414709848078965, -0.5403023058681398, -1.6224490750715946e-17]",0.44192489631039517,"[0.9525400853470447, -0.3036733018032499, -0.021211119229247843]",0.9992980125532578,0.03746307658361049,0.03747184524901644,2.1469785833359873,0.037469652967232696,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M125-T1-GHALF,new_execution,LOG-M125,Logarithmic,1.0,6.283185307179586,INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.3109072540605935,1.25,1.0,0.14177869959217507,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[0.04172363972983238, 0.06498071881595911, 0.9970138635294176]","[0.9366067315313751, -0.32686730530311686, -0.12619665278442888]","[0.9632371714965564, -0.26767775853025866, -0.022864143008871556]","[0.8414709848078965, -0.5403023058681399, 0.0]",0.42270027395050624,"[0.9535923614562274, -0.30041375405002235, -0.020326941479435645]",0.9994144474225075,0.03421640371465102,0.0342230837804183,1.960838262540591,0.0342214136906264,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M125-T2-G30,new_execution,LOG-M125,Logarithmic,2.0,12.566370614359172,INTEGER_TURN,1.0,G30,0.5773502691896257,0.3109072540605935,1.25,1.0,0.020101199658048224,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[0.0062700200006787195, 0.009764977582797764, 0.9999326637639149]","[0.9341882238805082, -0.3322546326130306, -0.12999700561998315]","[0.963924685507054, -0.2661528359350775, -0.0034450825596656614]","[0.8414709848078964, -0.5403023058681398, -4.426070051792555e-18]",0.5119938635526672,"[0.952998894939559, -0.3029587481997224, -0.003017139910058198]",0.9992628843939658,0.03838864249556366,0.03839807756667683,2.2000477859865484,0.038395718668477276,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M125-T2-GHALF,new_execution,LOG-M125,Logarithmic,2.0,12.566370614359172,INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.3109072540605935,1.25,1.0,0.020101199658048224,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[0.005932883138441935, 0.009239918029284281, 0.9999397105888324]","[0.9366067315313751, -0.32686730530311686, -0.12619665278442888]","[0.9639263474449649, -0.2661491499091607, -0.003259862579927248]","[0.8414709848078965, -0.5403023058681399, -3.692785222128342e-18]",0.4890191059581086,"[0.9540084781248553, -0.29976569073594356, -0.002890384662995044]",0.9993857137685297,0.035045614780831784,0.03505279255742424,2.008377073687992,0.0350509980305929,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M125-T2.5-G30,new_execution,LOG-M125,Logarithmic,2.5,15.707963267948966,ODD_HALF_INTEGER_TURN,1.0,G30,0.5773502691896257,0.3109072540605935,1.25,1.0,0.007568807705431057,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[-0.002361019199538413, -0.003677069539419653, 0.9999904523283918]","[0.9341882238805082, -0.3322546326130306, -0.12999700561998315]","[-0.963938314778658, 0.26612260748759947, -0.0012973379211759656]","[0.8414709848078965, -0.5403023058681398, 2.5825631343068297e-18]",0.5279686009497789,"[0.9530070128091765, -0.3029461053668724, 0.0011361248057534944]",-0.9992622553257594,0.03840501375181397,3.1031781926852995,177.7990135179022,1.9996310936399042,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M125-T2.5-GHALF,new_execution,LOG-M125,Logarithmic,2.5,15.707963267948966,ODD_HALF_INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.3109072540605935,1.25,1.0,0.007568807705431057,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[-0.002234054481290531, -0.0034793337064617687, 0.9999914515822291]","[0.9366067315313751, -0.32686730530311686, -0.12619665278442888]","[-0.9639385504558122, 0.2661220847783007, -0.0012275741925485304]","[0.8414709848078964, -0.5403023058681399, 2.244492232279612e-18]",0.5041348349302336,"[0.9540158367766804, -0.2997542303147481, 0.0010883876621769764]",-0.9993851995834834,0.03506027457794503,3.106525192220636,177.99078246530922,1.999692576164388,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M150-T1-G30,new_execution,LOG-M150,Logarithmic,1.0,6.283185307179586,INTEGER_TURN,1.0,G30,0.5773502691896257,0.3730887048727122,1.5,1.0,0.0959253044777749,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[0.029877507268076205, 0.04653146061273485, 0.9984699082760038]","[0.944575120767354, -0.2900790240071202, -0.15372703424712028]","[0.9768574099742457, -0.21301871835230032, -0.019303528432693094]","[0.8414709848078965, -0.5403023058681398, -3.843447534016043e-18]",0.4682727947201444,"[0.966576555792262, -0.25581381914583545, -0.017001521308106574]",0.9990287920742792,0.04406214482531131,0.044076414870563796,2.525392548150966,0.044072847099338744,S1_DIRECTED_NOT_COMPATIBLE,False,
LOG-M150-T1-GHALF,new_execution,LOG-M150,Logarithmic,1.0,6.283185307179586,INTEGER_TURN,1.0,GHALF,0.5463024898437905,0.3730887048727122,1.5,1.0,0.0959253044777749,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[0.028275329464599125, 0.04403621652532902, 0.9986297198550635]","[0.9472383145564243, -0.2836990919120526, -0.14917908930068297]","[0.9768986439817953, -0.2129206704327791, -0.018270946581539185]","[0.8414709848078965, -0.5403023058681398, -8.015493865775416e-18]",0.44764365933429046,"[0.9675889607982502, -0.2520048382533136, -0.016283870494547617]",0.9991909045767113,0.04021860528627508,0.0402294556944519,2.3049780234006305,0.04022674292777357,S1_DIRECTED_NOT_COMPATIBLE,False,
